0.01,10,5
0.02,10,5
0.03,10,5
0.04,10,5
0.05,10,5
0.06,10,5
0.07,10,5
0.08,10,5
0.09,10,5
0.1,10,5
0.11,10,5
0.12,10,5
0.13,10,5
0.14,10,5
0.15,10,5
0.16,10,5
0.17,10,5
0.18,10,5
0.19,10,5
0.2,10,5
0.21,10,5
0.22,10,5
0.23,10,5
0.24,10,5
0.25,10,5
0.26,10,5
0.27,10,5
0.28,10,5
0.29,10,5
0.3,10,5
0.31,10,5
0.32,10,5
0.33,10,5
0.34,10,5
0.35,10,5
0.36,5,2.5
0.37,5,2.5
0.38,5,2.5
0.39,5,2.5
0.4,5,2.5
0.41,5,2.5
0.42,5,2.5
0.43,5,2.5
0.44,5,2.5
0.45,5,2.5
0.46,5,2.5
0.47,5,2.5
0.48,5,2.5
0.49,5,2.5
0.5,5,2.5
0.51,5,2.5
0.52,5,2.5
0.53,5,2.5
0.54,5,2.5
0.55,5,2.5
0.56,5,2.5
0.57,5,2.5
0.58,5,2.5
0.59,5,2.5
0.6,5,2.5
0.61,5,2.5
0.62,5,2.5
0.63,5,2.5
0.64,5,2.5
0.65,5,2.5
0.66,5,2.5
0.67,5,2.5
0.68,5,2.5
0.69,5,2.5
0.7,5,2.5
0.71,2.5,3.75
0.72,2.5,3.75
0.73,2.5,3.75
0.74,2.5,3.75
0.75,2.5,3.75
0.76,2.5,3.75
0.77,2.5,3.75
0.78,2.5,3.75
0.79,2.5,3.75
0.8,2.5,3.75
0.81,2.5,3.75
0.82,2.5,3.75
0.83,2.5,3.75
0.84,2.5,3.75
0.85,2.5,3.75
0.86,2.5,3.75
0.87,2.5,3.75
0.88,2.5,3.75
0.89,2.5,3.75
0.9,2.5,3.75
0.91,2.5,3.75
0.92,2.5,3.75
0.93,2.5,3.75
0.94,2.5,3.75
0.95,2.5,3.75
0.96,2.5,3.75
0.97,2.5,3.75
0.98,2.5,3.75
0.99,2.5,3.75
1,2.5,3.75
1.01,2.5,3.75
1.02,2.5,3.75
1.03,2.5,3.75
1.04,2.5,3.75
1.05,2.5,3.75
1.06,1.25,3.125
1.07,1.25,3.125
1.08,1.25,3.125
1.09,1.25,3.125
1.1,1.25,3.125
1.11,1.25,3.125
1.12,1.25,3.125
1.13,1.25,3.125
1.14,1.25,3.125
1.15,1.25,3.125
1.16,1.25,3.125
1.17,1.25,3.125
1.18,1.25,3.125
1.19,1.25,3.125
1.2,1.25,3.125
1.21,1.25,3.125
1.22,1.25,3.125
1.23,1.25,3.125
1.24,1.25,3.125
1.25,1.25,3.125
1.26,1.25,3.125
1.27,1.25,3.125
1.28,1.25,3.125
1.29,1.25,3.125
1.3,1.25,3.125
1.31,1.25,3.125
1.32,1.25,3.125
1.33,1.25,3.125
1.34,1.25,3.125
1.35,1.25,3.125
1.36,1.25,3.125
1.37,1.25,3.125
1.38,1.25,3.125
1.39,1.25,3.125
1.4,1.25,3.125
1.41,0.625,2.8125
1.42,0.625,2.8125
1.43,0.625,2.8125
1.44,0.625,2.8125
1.45,0.625,2.8125
1.46,0.625,2.8125
1.47,0.625,2.8125
1.48,0.625,2.8125
1.49,0.625,2.8125
1.5,0.625,2.8125
1.51,0.625,2.8125
1.52,0.625,2.8125
1.53,0.625,2.8125
1.54,0.625,2.8125
1.55,0.625,2.8125
1.56,0.625,2.8125
1.57,0.625,2.8125
1.58,0.625,2.8125
1.59,0.625,2.8125
1.6,0.625,2.8125
1.61,0.625,2.8125
1.62,0.625,2.8125
1.63,0.625,2.8125
1.64,0.625,2.8125
1.65,0.625,2.8125
1.66,0.625,2.8125
1.67,0.625,2.8125
1.68,0.625,2.8125
1.69,0.625,2.8125
1.7,0.625,2.8125
1.71,0.625,2.8125
1.72,0.625,2.8125
1.73,0.625,2.8125
1.74,0.625,2.8125
1.75,0.625,2.8125
1.76,0.3125,2.9688
1.77,0.3125,2.9688
1.78,0.3125,2.9688
1.79,0.3125,2.9688
1.8,0.3125,2.9688
1.81,0.3125,2.9688
1.82,0.3125,2.9688
1.83,0.3125,2.9688
1.84,0.3125,2.9688
1.85,0.3125,2.9688
1.86,0.3125,2.9688
1.87,0.3125,2.9688
1.88,0.3125,2.9688
1.89,0.3125,2.9688
1.9,0.3125,2.9688
1.91,0.3125,2.9688
1.92,0.3125,2.9688
1.93,0.3125,2.9688
1.94,0.3125,2.9688
1.95,0.3125,2.9688
1.96,0.3125,2.9688
1.97,0.3125,2.9688
1.98,0.3125,2.9688
1.99,0.3125,2.9688
2,0.3125,2.9688
2.01,0.3125,2.9688
2.02,0.3125,2.9688
2.03,0.3125,2.9688
2.04,0.3125,2.9688
2.05,0.3125,2.9688
2.06,0.3125,2.9688
2.07,0.3125,2.9688
2.08,0.3125,2.9688
2.09,0.3125,2.9688
2.1,0.3125,2.9688
2.11,0.3125,2.9688
2.12,0.3125,2.9688
2.13,0.3125,2.9688
2.14,0.3125,2.9688
2.15,0.3125,2.9688
2.16,0.3125,2.9688
2.17,0.3125,2.9688
2.18,0.3125,2.9688
2.19,0.3125,2.9688
2.2,0.3125,2.9688
2.21,0.3125,2.9688
2.22,0.3125,2.9688
2.23,0.3125,2.9688
2.24,0.3125,2.9688
2.25,0.3125,2.9688
2.26,0.3125,2.9688
2.27,0.3125,2.9688
2.28,0.3125,2.9688
2.29,0.3125,2.9688
2.3,0.3125,2.9688
2.31,0.3125,2.9688
2.32,0.3125,2.9688
2.33,0.3125,2.9688
2.34,0.3125,2.9688
2.35,0.3125,2.9688
2.36,0.3125,2.9688
2.37,0.3125,2.9688
2.38,0.3125,2.9688
2.39,0.3125,2.9688
2.4,0.3125,2.9688
2.41,0.3125,2.9688
2.42,0.3125,2.9688
2.43,0.3125,2.9688
2.44,0.3125,2.9688
2.45,0.3125,2.9688
2.46,0.3125,2.9688
2.47,0.3125,2.9688
2.48,0.3125,2.9688
2.49,0.3125,2.9688
2.5,0.3125,2.9688
2.51,0.3125,2.9688
2.52,0.3125,2.9688
2.53,0.3125,2.9688
2.54,0.3125,2.9688
2.55,0.3125,2.9688
2.56,0.3125,2.9688
2.57,0.3125,2.9688
2.58,0.3125,2.9688
2.59,0.3125,2.9688
2.6,0.3125,2.9688
2.61,0.3125,2.9688
2.62,0.3125,2.9688
2.63,0.3125,2.9688
2.64,0.3125,2.9688
2.65,0.3125,2.9688
2.66,0.3125,2.9688
2.67,0.3125,2.9688
2.68,0.3125,2.9688
2.69,0.3125,2.9688
2.7,0.3125,2.9688
2.71,0.3125,2.9688
2.72,0.3125,2.9688
2.73,0.3125,2.9688
2.74,0.3125,2.9688
2.75,0.3125,2.9688
2.76,0.3125,2.9688
2.77,0.3125,2.9688
2.78,0.3125,2.9688
2.79,0.3125,2.9688
2.8,0.3125,2.9688
2.81,0.3125,2.9688
2.82,0.3125,2.9688
2.83,0.3125,2.9688
2.84,0.3125,2.9688
2.85,0.3125,2.9688
2.86,0.3125,2.9688
2.87,0.3125,2.9688
2.88,0.3125,2.9688
2.89,0.3125,2.9688
2.9,0.3125,2.9688
2.91,0.3125,2.9688
2.92,0.3125,2.9688
2.93,0.3125,2.9688
2.94,0.3125,2.9688
2.95,0.3125,2.9688
2.96,0.3125,2.9688
2.97,0.3125,2.9688
2.98,0.3125,2.9688
2.99,0.3125,2.9688
3,0.3125,2.9688
3.01,10,-5
3.02,10,-5
3.03,10,-5
3.04,10,-5
3.05,10,-5
3.06,10,-5
3.07,10,-5
3.08,10,-5
3.09,10,-5
3.1,10,-5
3.11,10,-5
3.12,10,-5
3.13,10,-5
3.14,10,-5
3.15,10,-5
3.16,10,-5
3.17,10,-5
3.18,10,-5
3.19,10,-5
3.2,10,-5
3.21,10,-5
3.22,10,-5
3.23,10,-5
3.24,10,-5
3.25,10,-5
3.26,10,-5
3.27,10,-5
3.28,10,-5
3.29,10,-5
3.3,10,-5
3.31,10,-5
3.32,10,-5
3.33,10,-5
3.34,10,-5
3.35,10,-5
3.36,5,-7.5
3.37,5,-7.5
3.38,5,-7.5
3.39,5,-7.5
3.4,5,-7.5
3.41,5,-7.5
3.42,5,-7.5
3.43,5,-7.5
3.44,5,-7.5
3.45,5,-7.5
3.46,5,-7.5
3.47,5,-7.5
3.48,5,-7.5
3.49,5,-7.5
3.5,5,-7.5
3.51,5,-7.5
3.52,5,-7.5
3.53,5,-7.5
3.54,5,-7.5
3.55,5,-7.5
3.56,5,-7.5
3.57,5,-7.5
3.58,5,-7.5
3.59,5,-7.5
3.6,5,-7.5
3.61,5,-7.5
3.62,5,-7.5
3.63,5,-7.5
3.64,5,-7.5
3.65,5,-7.5
3.66,5,-7.5
3.67,5,-7.5
3.68,5,-7.5
3.69,5,-7.5
3.7,5,-7.5
3.71,2.5,-6.25
3.72,2.5,-6.25
3.73,2.5,-6.25
3.74,2.5,-6.25
3.75,2.5,-6.25
3.76,2.5,-6.25
3.77,2.5,-6.25
3.78,2.5,-6.25
3.79,2.5,-6.25
3.8,2.5,-6.25
3.81,2.5,-6.25
3.82,2.5,-6.25
3.83,2.5,-6.25
3.84,2.5,-6.25
3.85,2.5,-6.25
3.86,2.5,-6.25
3.87,2.5,-6.25
3.88,2.5,-6.25
3.89,2.5,-6.25
3.9,2.5,-6.25
3.91,2.5,-6.25
3.92,2.5,-6.25
3.93,2.5,-6.25
3.94,2.5,-6.25
3.95,2.5,-6.25
3.96,2.5,-6.25
3.97,2.5,-6.25
3.98,2.5,-6.25
3.99,2.5,-6.25
4,2.5,-6.25
4.01,2.5,-6.25
4.02,2.5,-6.25
4.03,2.5,-6.25
4.04,2.5,-6.25
4.05,2.5,-6.25
4.06,1.25,-5.625
4.07,1.25,-5.625
4.08,1.25,-5.625
4.09,1.25,-5.625
4.1,1.25,-5.625
4.11,1.25,-5.625
4.12,1.25,-5.625
4.13,1.25,-5.625
4.14,1.25,-5.625
4.15,1.25,-5.625
4.16,1.25,-5.625
4.17,1.25,-5.625
4.18,1.25,-5.625
4.19,1.25,-5.625
4.2,1.25,-5.625
4.21,1.25,-5.625
4.22,1.25,-5.625
4.23,1.25,-5.625
4.24,1.25,-5.625
4.25,1.25,-5.625
4.26,1.25,-5.625
4.27,1.25,-5.625
4.28,1.25,-5.625
4.29,1.25,-5.625
4.3,1.25,-5.625
4.31,1.25,-5.625
4.32,1.25,-5.625
4.33,1.25,-5.625
4.34,1.25,-5.625
4.35,1.25,-5.625
4.36,1.25,-5.625
4.37,1.25,-5.625
4.38,1.25,-5.625
4.39,1.25,-5.625
4.4,1.25,-5.625
4.41,0.625,-5.9375
4.42,0.625,-5.9375
4.43,0.625,-5.9375
4.44,0.625,-5.9375
4.45,0.625,-5.9375
4.46,0.625,-5.9375
4.47,0.625,-5.9375
4.48,0.625,-5.9375
4.49,0.625,-5.9375
4.5,0.625,-5.9375
4.51,0.625,-5.9375
4.52,0.625,-5.9375
4.53,0.625,-5.9375
4.54,0.625,-5.9375
4.55,0.625,-5.9375
4.56,0.625,-5.9375
4.57,0.625,-5.9375
4.58,0.625,-5.9375
4.59,0.625,-5.9375
4.6,0.625,-5.9375
4.61,0.625,-5.9375
4.62,0.625,-5.9375
4.63,0.625,-5.9375
4.64,0.625,-5.9375
4.65,0.625,-5.9375
4.66,0.625,-5.9375
4.67,0.625,-5.9375
4.68,0.625,-5.9375
4.69,0.625,-5.9375
4.7,0.625,-5.9375
4.71,0.625,-5.9375
4.72,0.625,-5.9375
4.73,0.625,-5.9375
4.74,0.625,-5.9375
4.75,0.625,-5.9375
4.76,0.3125,-5.7812
4.77,0.3125,-5.7812
4.78,0.3125,-5.7812
4.79,0.3125,-5.7812
4.8,0.3125,-5.7812
4.81,0.3125,-5.7812
4.82,0.3125,-5.7812
4.83,0.3125,-5.7812
4.84,0.3125,-5.7812
4.85,0.3125,-5.7812
4.86,0.3125,-5.7812
4.87,0.3125,-5.7812
4.88,0.3125,-5.7812
4.89,0.3125,-5.7812
4.9,0.3125,-5.7812
4.91,0.3125,-5.7812
4.92,0.3125,-5.7812
4.93,0.3125,-5.7812
4.94,0.3125,-5.7812
4.95,0.3125,-5.7812
4.96,0.3125,-5.7812
4.97,0.3125,-5.7812
4.98,0.3125,-5.7812
4.99,0.3125,-5.7812
5,0.3125,-5.7812
5.01,0.3125,-5.7812
5.02,0.3125,-5.7812
